store_id,transaction_id,staion_no,sale_line_no,sale_date_key,sale_date,amount,item_key
mpr,mpr00100001167491,1,7,20220606,06/06/2022 12:46,0,20445
mpr,mpr00100001167491,1,8,20220606,06/06/2022 12:46,0,19098
mpr,mpr00100001167492,1,1,20220606,06/06/2022 12:47,31.77,8408
mpr,mpr00100001167493,1,1,20220606,06/06/2022 12:54,23.05,9031
mpr,mpr00100001167493,1,2,20220606,06/06/2022 12:54,-40.77,17786
mpr,mpr00100001167494,1,1,20220606,06/06/2022 13:00,4.05,4721
mpr,mpr00100001167494,1,2,20220606,06/06/2022 13:00,6.32,17903
mpr,mpr00100001167494,1,3,20220606,06/06/2022 13:00,3.14,4718
mpr,mpr00100001167494,1,4,20220606,06/06/2022 13:00,13.59,8465
mpr,mpr00100001167495,1,1,20220606,06/06/2022 13:03,1.77,7693
mpr,mpr00100001167495,1,2,20220606,06/06/2022 13:03,1.59,8103
mpr,mpr00100001167495,1,3,20220606,06/06/2022 13:03,2.68,8108
mpr,mpr00100001167496,1,1,20220606,06/06/2022 13:08,10.86,7856
mpr,mpr00100001167497,1,1,20220606,06/06/2022 13:54,9.05,16911
mpr,mpr00100001167498,1,1,20220606,06/06/2022 16:09,22.68,17186
mpr,mpr00100001167498,1,2,20220606,06/06/2022 16:09,8.05,7712
mpr,mpr00100001167499,1,1,20220606,06/06/2022 16:26,18,7664
mpr,mpr00100001167499,1,2,20220606,06/06/2022 16:26,18,7665
mpr,mpr00100001167499,1,3,20220606,06/06/2022 16:26,17.73,13334
mpr,mpr00100001167500,1,1,20220606,06/06/2022 16:30,54.5,19269
mpr,mpr00100001167501,1,1,20220606,06/06/2022 16:36,63.59,19276
mpr,mpr00100001167502,1,1,20220606,06/06/2022 16:39,19.95,18731
mpr,mpr00100001167503,1,1,20220606,06/06/2022 16:42,45.41,15248
mpr,mpr00100001167507,1,1,20220607,07/06/2022 8:57,3.86,10210
mpr,mpr00100001167508,1,1,20220607,07/06/2022 9:19,49.95,17337
mpr,mpr00100001167508,1,2,20220607,07/06/2022 9:19,5.41,13250
mpr,mpr00100001167509,1,1,20220607,07/06/2022 9:19,9,13679
mpr,mpr00100001167509,1,2,20220607,07/06/2022 9:19,3.86,7879
mpr,mpr00100001167510,1,1,20220607,07/06/2022 9:28,36.32,20214
mpr,mpr00100001167511,1,1,20220607,07/06/2022 9:35,31.77,7199
mpr,mpr00100001167512,1,1,20220607,07/06/2022 9:40,90,19411
mpr,mpr00100001167513,1,1,20220607,07/06/2022 9:46,21.82,5568
mpr,mpr00100001167514,1,1,20220607,07/06/2022 9:47,31.36,13336
mpr,mpr00100001167514,1,2,20220607,07/06/2022 9:47,51.68,13749
mpr,mpr00100001167515,1,1,20220607,07/06/2022 9:51,21.32,16024
mpr,mpr00100001167516,1,1,20220607,07/06/2022 9:54,6.55,15625
mpr,mpr00100001167517,1,1,20220607,07/06/2022 9:58,12.68,17551
mpr,mpr00100001167517,1,2,20220607,07/06/2022 9:58,25.36,17555
mpr,mpr00100001167518,1,1,20220607,07/06/2022 10:00,12.68,17551
mpr,mpr00100001167519,1,1,20220607,07/06/2022 10:16,8.14,13683
mpr,mpr00100001167519,1,2,20220607,07/06/2022 10:16,22.68,13128
mpr,mpr00100001167519,1,3,20220607,07/06/2022 10:16,-9.09,19098
mpr,mpr00100001167520,1,1,20220607,07/06/2022 10:42,-63.59,9464
mpr,mpr00100001167521,1,1,20220607,07/06/2022 10:45,22.68,18574
mpr,mpr00100001167522,1,1,20220607,07/06/2022 10:51,81.77,18447
mpr,mpr00100001167523,1,1,20220607,07/06/2022 10:57,90,16919
mpr,mpr00100001167524,1,1,20220607,07/06/2022 11:14,9.05,12869
mpr,mpr00100001167525,1,1,20220607,07/06/2022 11:39,35.43,17654
mpr,mpr00100001167526,1,1,20220607,07/06/2022 11:48,21.77,13066
mpr,mpr00100001167527,1,1,20220607,07/06/2022 12:05,3.59,12543
mpr,mpr00100001167528,1,1,20220607,07/06/2022 12:07,317.27,19767
mpr,mpr00100001167528,1,2,20220607,07/06/2022 12:07,1.36,11026
mpr,mpr00100001167528,1,3,20220607,07/06/2022 12:07,0,19098
mpr,mpr00100001167529,1,1,20220607,07/06/2022 12:18,22.68,18079
mpr,mpr00100001167529,1,2,20220607,07/06/2022 12:18,3.59,7200
mpr,mpr00100001167529,1,3,20220607,07/06/2022 12:18,2.95,8528
mpr,mpr00100001167529,1,4,20220607,07/06/2022 12:18,4.73,6166
mpr,mpr00100001167529,1,5,20220607,07/06/2022 12:18,6.45,6167
mpr,mpr00100001167530,1,1,20220607,07/06/2022 12:36,171.82,19319
mpr,mpr00100001167531,1,1,20220607,07/06/2022 12:37,22.68,18960
mpr,mpr00100001167532,1,1,20220607,07/06/2022 13:09,36.32,17893
mpr,mpr00100001167532,1,2,20220607,07/06/2022 13:09,18.09,8396
mpr,mpr00100001167532,1,3,20220607,07/06/2022 13:09,89.59,13568
mpr,mpr00100001167533,1,1,20220607,07/06/2022 13:09,13.59,19551
mpr,mpr00100001167534,1,1,20220607,07/06/2022 13:10,8.86,13580
mpr,mpr00100001167534,1,2,20220607,07/06/2022 13:10,2.23,4455
mpr,mpr00100001167534,1,3,20220607,07/06/2022 13:10,19.95,18127
mpr,mpr00100001167534,1,4,20220607,07/06/2022 13:10,13.59,444
mpr,mpr00100001167534,1,5,20220607,07/06/2022 13:10,15.41,10802
mpr,mpr00100001167535,1,1,20220607,07/06/2022 13:30,4.86,11208
mpr,mpr00100001167536,1,1,20220607,07/06/2022 13:31,10.91,11017
mpr,mpr00100001167537,1,1,20220607,07/06/2022 13:33,-49.95,17337
mpr,mpr00100001167537,1,2,20220607,07/06/2022 13:33,-5.41,13250
mpr,mpr00100001167538,1,1,20220607,07/06/2022 13:42,5.91,13580
mpr,mpr00100001167538,1,2,20220607,07/06/2022 13:42,2.5,8423
mpr,mpr00100001167538,1,3,20220607,07/06/2022 13:42,2.5,8422
mpr,mpr00100001167538,1,4,20220607,07/06/2022 13:42,2.68,7159
mpr,mpr00100001167538,1,5,20220607,07/06/2022 13:42,6.32,11909
mpr,mpr00100001167539,1,1,20220607,07/06/2022 13:48,-90,19981
mpr,mpr00100001167540,1,1,20220607,07/06/2022 13:53,14.45,7905
mpr,mpr00100001167540,1,2,20220607,07/06/2022 13:53,39.05,13558
mpr,mpr00100001167540,1,3,20220607,07/06/2022 13:53,27.23,17841
mpr,mpr00100001167541,1,1,20220607,07/06/2022 13:54,13.59,18182
mpr,mpr00100001167541,1,2,20220607,07/06/2022 13:54,7.23,7287
mpr,mpr00100001167541,1,3,20220607,07/06/2022 13:54,20.86,18486
mpr,mpr00100001167542,1,1,20220607,07/06/2022 14:23,36.32,18669
mpr,mpr00100001167542,1,2,20220607,07/06/2022 14:23,4.5,20277
mpr,mpr00100001167542,1,3,20220607,07/06/2022 14:23,3.59,20767
mpr,mpr00100001167542,1,4,20220607,07/06/2022 14:23,29.27,4825
mpr,mpr00100001167543,1,1,20220607,07/06/2022 14:35,2.68,7379
mpr,mpr00100001167544,1,1,20220607,07/06/2022 14:45,5.91,10894
mpr,mpr00100001167545,1,1,20220607,07/06/2022 14:51,6.32,11810
mpr,mpr00100001167545,1,2,20220607,07/06/2022 14:51,20.68,13580
mpr,mpr00100001167546,1,1,20220607,07/06/2022 15:23,81.77,18447
mpr,mpr00100001167546,1,2,20220607,07/06/2022 15:23,3.18,4400
mpr,mpr00100001167547,1,1,20220607,07/06/2022 15:34,19.95,17052
mpr,mpr00100001167548,1,1,20220607,07/06/2022 16:01,45.41,9162
mpr,mpr00100001167549,1,1,20220607,07/06/2022 16:04,22.68,588
mpr,mpr00100001167550,1,1,20220607,07/06/2022 16:39,22.68,18574
mpr,mpr00100001167550,1,2,20220607,07/06/2022 16:39,45.41,15248
mpr,mpr00100001167551,1,1,20220607,07/06/2022 16:50,7.23,15272
mpr,mpr00100001167551,1,2,20220607,07/06/2022 16:50,9.05,13459
mpr,mpr00100001167555,1,1,20220608,08/06/2022 9:02,2.5,8440
mpr,mpr00100001167555,1,2,20220608,08/06/2022 9:02,3.59,8495
mpr,mpr00100001167556,1,1,20220608,08/06/2022 9:13,71.82,18015
mpr,mpr00100001167557,1,1,20220608,08/06/2022 9:48,-36.32,19270
mpr,mpr00100001167557,1,2,20220608,08/06/2022 9:48,-2.68,8073
mpr,mpr00100001167557,1,3,20220608,08/06/2022 9:48,-3.59,8075
mpr,mpr00100001167558,1,1,20220608,08/06/2022 10:12,2.23,4616
mpr,mpr00100001167558,1,2,20220608,08/06/2022 10:12,3.54,4615
mpr,mpr00100001167559,1,1,20220608,08/06/2022 10:28,-25.41,812
mpr,mpr00100001167560,1,1,20220608,08/06/2022 10:43,6.32,12417
mpr,mpr00100001167560,1,2,20220608,08/06/2022 10:43,153.64,18832
mpr,mpr00100001167560,1,3,20220608,08/06/2022 10:43,0,19098
mpr,mpr00100001167561,1,1,20220608,08/06/2022 10:50,4.5,13860
mpr,mpr00100001167561,1,2,20220608,08/06/2022 10:50,27.23,13870
mpr,mpr00100001167562,1,1,20220608,08/06/2022 11:14,8.14,4227
mpr,mpr00100001167563,1,1,20220608,08/06/2022 11:16,27.23,18670
mpr,mpr00100001167563,1,2,20220608,08/06/2022 11:16,29.55,13580
mpr,mpr00100001167564,1,1,20220608,08/06/2022 11:18,27.23,6267
mpr,mpr00100001167565,1,1,20220608,08/06/2022 11:31,7.73,10999
mpr,mpr00100001167565,1,2,20220608,08/06/2022 11:31,2.05,11047
mpr,mpr00100001167565,1,3,20220608,08/06/2022 11:31,2.05,11045
mpr,mpr00100001167566,1,1,20220608,08/06/2022 11:55,4.77,10882
mpr,mpr00100001167567,1,1,20220608,08/06/2022 11:58,22.68,18983
mpr,mpr00100001167568,1,1,20220608,08/06/2022 12:35,2.68,12533
mpr,mpr00100001167568,1,2,20220608,08/06/2022 12:35,18.14,9529
mpr,mpr00100001167569,1,1,20220608,08/06/2022 12:51,45.41,18970
mpr,mpr00100001167570,1,1,20220608,08/06/2022 12:52,36.32,19849
mpr,mpr00100001167570,1,2,20220608,08/06/2022 12:52,22.68,18749
mpr,mpr00100001167570,1,3,20220608,08/06/2022 12:52,9.05,9191
mpr,mpr00100001167571,1,1,20220608,08/06/2022 13:16,22.68,18996
mpr,mpr00100001167571,1,2,20220608,08/06/2022 13:16,10.45,7106
mpr,mpr00100001167572,1,1,20220608,08/06/2022 14:02,1.68,13619
mpr,mpr00100001167573,1,1,20220608,08/06/2022 14:46,63.59,9561
mpr,mpr00100001167574,1,1,20220608,08/06/2022 15:10,11.82,13580
mpr,mpr00100001167575,1,1,20220608,08/06/2022 15:20,8.14,13803
mpr,mpr00100001167576,1,1,20220608,08/06/2022 15:35,3.18,4552
mpr,mpr00100001167576,1,2,20220608,08/06/2022 15:35,10.82,4655
mpr,mpr00100001167576,1,3,20220608,08/06/2022 15:35,5.41,13534
mpr,mpr00100001167577,1,1,20220608,08/06/2022 15:38,6.32,6142
mpr,mpr00100001167578,1,1,20220608,08/06/2022 15:38,5.41,13250
mpr,mpr00100001167579,1,1,20220608,08/06/2022 15:39,9.05,8396
mpr,mpr00100001167580,1,1,20220608,08/06/2022 17:11,27.23,17752
mpr,mpr00100001167580,1,2,20220608,08/06/2022 17:11,33.59,17050
mpr,mpr00100001167581,1,1,20220608,08/06/2022 17:17,6.82,4787
mpr,mpr00100001167581,1,2,20220608,08/06/2022 17:17,9,17439
mpr,mpr00100001167581,1,3,20220608,08/06/2022 17:17,8.05,16363
mpr,mpr00100001167581,1,4,20220608,08/06/2022 17:17,2.59,16149
mpr,mpr00100001167581,1,5,20220608,08/06/2022 17:17,5.36,8182
mpr,mpr00100001167581,1,6,20220608,08/06/2022 17:17,6.82,10614
mpr,mpr00100001167581,1,7,20220608,08/06/2022 17:17,4.09,7148
mpr,mpr00100001167581,1,8,20220608,08/06/2022 17:17,2.64,4321
mpr,mpr00100001167581,1,9,20220608,08/06/2022 17:17,2.73,16100
mpr,mpr00100001167581,1,10,20220608,08/06/2022 17:17,5.45,13372
mpr,mpr00100001167581,1,11,20220608,08/06/2022 17:17,1.77,8071
mpr,mpr00100001167581,1,12,20220608,08/06/2022 17:17,4.09,13330
mpr,mpr00100001167581,1,13,20220608,08/06/2022 17:17,4.5,18015
mpr,mpr00100001167581,1,14,20220608,08/06/2022 17:17,2.09,4561
mpr,mpr00100001167581,1,15,20220608,08/06/2022 17:17,2.68,4555
mpr,mpr00100001167581,1,16,20220608,08/06/2022 17:17,2.73,4557
mpr,mpr00100001167582,1,1,20220608,08/06/2022 17:34,2.05,10897
mpr,mpr00100001167582,1,2,20220608,08/06/2022 17:34,39.05,6820
mpr,mpr00100001167586,1,1,20220609,09/06/2022 9:32,108.18,20734
mpr,mpr00100001167587,1,1,20220609,09/06/2022 10:02,8.64,13247
mpr,mpr00100001167588,1,1,20220609,09/06/2022 10:05,16.32,12781
mpr,mpr00100001167588,1,2,20220609,09/06/2022 10:05,7.23,7867
mpr,mpr00100001167588,1,3,20220609,09/06/2022 10:05,18.14,12797
mpr,mpr00100001167589,1,1,20220609,09/06/2022 10:14,9.05,7355
mpr,mpr00100001167590,1,1,20220609,09/06/2022 10:24,5.41,13903
mpr,mpr00100001167591,1,1,20220609,09/06/2022 11:37,45.36,15189
mpr,mpr00100001167592,1,1,20220609,09/06/2022 11:41,18.09,8396
mpr,mpr00100001167592,1,2,20220609,09/06/2022 11:41,19.91,13568
mpr,mpr00100001167592,1,3,20220609,09/06/2022 11:41,262.73,17170
mpr,mpr00100001167593,1,1,20220609,09/06/2022 11:41,2.68,7163
mpr,mpr00100001167593,1,2,20220609,09/06/2022 11:41,9.05,8313
mpr,mpr00100001167594,1,1,20220609,09/06/2022 11:58,20.86,18486
mpr,mpr00100001167595,1,1,20220609,09/06/2022 12:37,135.45,16787
mpr,mpr00100001167595,1,2,20220609,09/06/2022 12:37,39.05,6246
mpr,mpr00100001167595,1,3,20220609,09/06/2022 12:37,3.59,7361
mpr,mpr00100001167595,1,4,20220609,09/06/2022 12:37,18.14,13939
mpr,mpr00100001167596,1,1,20220609,09/06/2022 12:48,31.77,13492
mpr,mpr00100001167597,1,1,20220609,09/06/2022 13:08,18.09,18681
mpr,mpr00100001167598,1,1,20220609,09/06/2022 13:34,20.86,14700
mpr,mpr00100001167598,1,2,20220609,09/06/2022 13:34,180.91,18888
mpr,mpr00100001167598,1,3,20220609,09/06/2022 13:34,0,19098
mpr,mpr00100001167599,1,1,20220609,09/06/2022 14:24,1.77,7380
mpr,mpr00100001167600,1,1,20220609,09/06/2022 14:26,41.34,239
mpr,mpr00100001167601,1,1,20220609,09/06/2022 14:33,4.95,15146
mpr,mpr00100001167602,1,1,20220609,09/06/2022 14:40,20.86,14700
mpr,mpr00100001167602,1,2,20220609,09/06/2022 14:40,4.86,13388
mpr,mpr00100001167602,1,3,20220609,09/06/2022 14:40,99.09,19472
mpr,mpr00100001167602,1,4,20220609,09/06/2022 14:40,40.86,14279
mpr,mpr00100001167602,1,5,20220609,09/06/2022 14:40,16.32,14277
mpr,mpr00100001167603,1,1,20220609,09/06/2022 15:14,18.09,18171
mpr,mpr00100001167603,1,2,20220609,09/06/2022 15:14,36.32,20214
mpr,mpr00100001167603,1,3,20220609,09/06/2022 15:14,-9.09,19098
mpr,mpr00100001167604,1,1,20220609,09/06/2022 15:17,27.18,13124
mpr,mpr00100001167604,1,3,20220609,09/06/2022 15:17,81.77,18926
mpr,mpr00100001167604,1,4,20220609,09/06/2022 15:17,18.14,12848
mpr,mpr00100001167604,1,5,20220609,09/06/2022 15:17,18.14,19695
mpr,mpr00100001167604,1,6,20220609,09/06/2022 15:17,1.82,19644
mpr,mpr00100001167604,1,7,20220609,09/06/2022 15:17,3.64,19645
mpr,mpr00100001167604,1,9,20220609,09/06/2022 15:17,1.82,19649
mpr,mpr00100001167604,1,10,20220609,09/06/2022 15:17,11.77,13142
mpr,mpr00100001167604,1,11,20220609,09/06/2022 15:17,4.5,7226
mpr,mpr00100001167604,1,12,20220609,09/06/2022 15:17,0,19098
mpr,mpr00100001167605,1,1,20220609,09/06/2022 15:20,3.59,18426
mpr,mpr00100001167605,1,2,20220609,09/06/2022 15:20,2.05,15631
mpr,mpr00100001167606,1,1,20220609,09/06/2022 15:31,9.05,4281
mpr,mpr00100001167606,1,2,20220609,09/06/2022 15:31,13.59,8414
mpr,mpr00100001167606,1,3,20220609,09/06/2022 15:31,22.68,8412
mpr,mpr00100001167606,1,4,20220609,09/06/2022 15:31,1.36,11051
mpr,mpr00100001167607,1,1,20220609,09/06/2022 15:42,3.18,8458
mpr,mpr00100001167607,1,2,20220609,09/06/2022 15:42,3.18,8456
mpr,mpr00100001167608,1,1,20220609,09/06/2022 15:45,17.18,17982
mpr,mpr00100001167609,1,1,20220609,09/06/2022 15:53,36.32,20220
mpr,mpr00100001167609,1,2,20220609,09/06/2022 15:53,4.5,4309
mpr,mpr00100001167609,1,3,20220609,09/06/2022 15:53,3.59,4310
mpr,mpr00100001167610,1,1,20220609,09/06/2022 15:56,45.41,18904
mpr,mpr00100001167611,1,1,20220609,09/06/2022 15:59,27.23,20027
mpr,mpr00100001167612,1,1,20220609,09/06/2022 16:14,3.64,15631
mpr,mpr00100001167613,1,1,20220609,09/06/2022 16:20,59.05,17924
mpr,mpr00100001167614,1,1,20220609,09/06/2022 16:35,25.09,13302
mpr,mpr00100001167615,1,1,20220609,09/06/2022 16:36,9.05,12909
mpr,mpr00100001167616,1,1,20220609,09/06/2022 17:59,59.05,18401
mpr,mpr00100001167616,1,2,20220609,09/06/2022 17:59,11.77,15808
mpr,mpr00100001167617,1,1,20220609,09/06/2022 18:42,14.5,13267
mpr,mpr00100001167617,1,2,20220609,09/06/2022 18:42,23.58,18444
mpr,mpr00100001167617,1,3,20220609,09/06/2022 18:42,12.73,7732
mpr,mpr00100001167617,1,4,20220609,09/06/2022 18:42,-9.09,19098
mpr,mpr00100001167618,1,1,20220609,09/06/2022 18:52,45.64,5694
mpr,mpr00100001167619,1,1,20220609,09/06/2022 19:32,72.68,19681
mpr,mpr00100001167623,1,1,20220610,10/06/2022 9:48,27.23,6248
mpr,mpr00100001167623,1,2,20220610,10/06/2022 9:48,63.59,6228
mpr,mpr00100001167624,1,1,20220610,10/06/2022 10:44,9.05,4192
mpr,mpr00100001167625,1,1,20220610,10/06/2022 10:57,18.14,17557
mpr,mpr00100001167626,1,1,20220610,10/06/2022 11:01,22.68,19443
mpr,mpr00100001167627,1,1,20220610,10/06/2022 11:02,13.59,4031
mpr,mpr00100001167627,1,2,20220610,10/06/2022 11:02,6.32,18185
mpr,mpr00100001167628,1,1,20220610,10/06/2022 11:12,13.59,10871
mpr,mpr00100001167629,1,1,20220610,10/06/2022 11:19,22.68,13810
mpr,mpr00100001167630,1,1,20220610,10/06/2022 11:40,81.68,6888
mpr,mpr00100001167631,1,1,20220610,10/06/2022 11:56,6.82,17074
mpr,mpr00100001167632,1,1,20220610,10/06/2022 12:09,15.41,7142
mpr,mpr00100001167633,1,1,20220610,10/06/2022 12:26,20.86,12879
mpr,mpr00100001167633,1,2,20220610,10/06/2022 12:26,7.23,7823
mpr,mpr00100001167634,1,1,20220610,10/06/2022 12:45,9.05,13459
mpr,mpr00100001167635,1,1,20220610,10/06/2022 12:50,14.5,15149
mpr,mpr00100001167636,1,1,20220610,10/06/2022 12:52,5,19581
mpr,mpr00100001167637,1,1,20220610,10/06/2022 12:53,158.95,18326
mpr,mpr00100001167638,1,1,20220610,10/06/2022 12:59,3.14,20766
mpr,mpr00100001167638,1,2,20220610,10/06/2022 12:59,4.5,20277
mpr,mpr00100001167638,1,3,20220610,10/06/2022 12:59,24.55,13592
mpr,mpr00100001167639,1,1,20220610,10/06/2022 12:59,45.41,9162
mpr,mpr00100001167640,1,1,20220610,10/06/2022 13:01,-45.41,9162
mpr,mpr00100001167640,1,2,20220610,10/06/2022 13:01,81.77,18447
mpr,mpr00100001167641,1,1,20220610,10/06/2022 13:12,36.18,8397
mpr,mpr00100001167641,1,2,20220610,10/06/2022 13:12,4.5,12449
mpr,mpr00100001167641,1,3,20220610,10/06/2022 13:12,-19.95,18127
mpr,mpr00100001167642,1,1,20220610,10/06/2022 13:18,0.45,10876
mpr,mpr00100001167642,1,2,20220610,10/06/2022 13:18,0.45,10874
mpr,mpr00100001167642,1,3,20220610,10/06/2022 13:18,0.45,10895
mpr,mpr00100001167642,1,4,20220610,10/06/2022 13:18,0.91,10897
mpr,mpr00100001167643,1,1,20220610,10/06/2022 13:21,63.59,9224
mpr,mpr00100001167644,1,1,20220610,10/06/2022 13:24,19.95,8251
mpr,mpr00100001167644,1,2,20220610,10/06/2022 13:24,4.5,1243
mpr,mpr00100001167644,1,3,20220610,10/06/2022 13:24,0,19098
mpr,mpr00100001167645,1,1,20220610,10/06/2022 13:31,90.86,19461
mpr,mpr00100001167645,1,2,20220610,10/06/2022 13:31,18.14,20886
mpr,mpr00100001167646,1,1,20220610,10/06/2022 13:37,63.59,14603
mpr,mpr00100001167647,1,1,20220610,10/06/2022 13:40,16.73,13632
mpr,mpr00100001167648,1,1,20220610,10/06/2022 13:43,3.64,9426
mpr,mpr00100001167649,1,1,20220610,10/06/2022 13:50,10.82,13899
mpr,mpr00100001167650,1,1,20220610,10/06/2022 13:52,-11.77,13254
mpr,mpr00100001167650,1,2,20220610,10/06/2022 13:52,9.05,13252
mpr,mpr00100001167651,1,1,20220610,10/06/2022 13:53,19.05,4248
mpr,mpr00100001167652,1,1,20220610,10/06/2022 14:03,4.5,13575
mpr,mpr00100001167652,1,2,20220610,10/06/2022 14:03,4.5,13576
mpr,mpr00100001167652,1,3,20220610,10/06/2022 14:03,2.5,8460
mpr,mpr00100001167652,1,4,20220610,10/06/2022 14:03,2.5,8462
mpr,mpr00100001167652,1,5,20220610,10/06/2022 14:03,2.68,11194
mpr,mpr00100001167653,1,1,20220610,10/06/2022 14:07,90,19981
mpr,mpr00100001167653,1,2,20220610,10/06/2022 14:07,30.82,10722
mpr,mpr00100001167653,1,3,20220610,10/06/2022 14:07,10.82,13917
mpr,mpr00100001167654,1,1,20220610,10/06/2022 14:09,2.68,8138
mpr,mpr00100001167654,1,2,20220610,10/06/2022 14:09,27.23,6267
mpr,mpr00100001167654,1,3,20220610,10/06/2022 14:09,3.18,7743
mpr,mpr00100001167654,1,4,20220610,10/06/2022 14:09,2.68,7379
mpr,mpr00100001167654,1,5,20220610,10/06/2022 14:09,1.77,7380
mpr,mpr00100001167655,1,1,20220610,10/06/2022 14:16,31.77,12332
mpr,mpr00100001167656,1,1,20220610,10/06/2022 14:20,226.36,19367
mpr,mpr00100001167657,1,1,20220610,10/06/2022 14:21,45.41,19641
mpr,mpr00100001167657,1,2,20220610,10/06/2022 14:21,-27.27,19098
mpr,mpr00100001167658,1,1,20220610,10/06/2022 14:36,-27.23,6248
mpr,mpr00100001167658,1,2,20220610,10/06/2022 14:36,-63.59,6228
mpr,mpr00100001167659,1,1,20220610,10/06/2022 14:42,27.14,8313
mpr,mpr00100001167659,1,2,20220610,10/06/2022 14:42,19.91,8314
mpr,mpr00100001167663,1,1,20220611,11/06/2022 9:04,14.5,15149
mpr,mpr00100001167663,1,2,20220611,11/06/2022 9:04,-9.09,19098
mpr,mpr00100001167664,1,1,20220611,11/06/2022 9:15,22.68,17186
mpr,mpr00100001167664,1,2,20220611,11/06/2022 9:15,12.68,8442
mpr,mpr00100001167664,1,3,20220611,11/06/2022 9:15,4.23,4596
mpr,mpr00100001167665,1,1,20220611,11/06/2022 9:16,4.5,13484
mpr,mpr00100001167665,1,2,20220611,11/06/2022 9:16,7.27,19408
mpr,mpr00100001167666,1,1,20220611,11/06/2022 9:39,8.14,13242
mpr,mpr00100001167666,1,2,20220611,11/06/2022 9:39,27.23,19289
mpr,mpr00100001167666,1,3,20220611,11/06/2022 9:39,27.23,19788
mpr,mpr00100001167666,1,4,20220611,11/06/2022 9:39,7.23,8322
mpr,mpr00100001167667,1,1,20220611,11/06/2022 9:48,27.23,18849
mpr,mpr00100001167668,1,1,20220611,11/06/2022 9:55,1.77,13612
mpr,mpr00100001167668,1,2,20220611,11/06/2022 9:55,4.09,463
mpr,mpr00100001167668,1,3,20220611,11/06/2022 9:55,0.77,10186
mpr,mpr00100001167668,1,4,20220611,11/06/2022 9:55,1.82,19646
mpr,mpr00100001167668,1,5,20220611,11/06/2022 9:55,1.82,19645
mpr,mpr00100001167669,1,1,20220611,11/06/2022 10:06,11.77,13383
mpr,mpr00100001167669,1,2,20220611,11/06/2022 10:06,16.32,13866
mpr,mpr00100001167669,1,3,20220611,11/06/2022 10:06,22.68,17186
mpr,mpr00100001167670,1,1,20220611,11/06/2022 10:38,4.09,11019
mpr,mpr00100001167670,1,2,20220611,11/06/2022 10:38,4.09,11017
mpr,mpr00100001167671,1,1,20220611,11/06/2022 10:40,22.68,18457
mpr,mpr00100001167671,1,2,20220611,11/06/2022 10:40,2.68,13622
mpr,mpr00100001167671,1,3,20220611,11/06/2022 10:40,3.59,8487
mpr,mpr00100001167671,1,4,20220611,11/06/2022 10:40,3.14,8499
mpr,mpr00100001167671,1,5,20220611,11/06/2022 10:40,3.59,8485
mpr,mpr00100001167671,1,6,20220611,11/06/2022 10:40,4.77,20746
mpr,mpr00100001167671,1,7,20220611,11/06/2022 10:40,3.14,8489
mpr,mpr00100001167671,1,8,20220611,11/06/2022 10:40,3.14,8491
